Collection,Dialect,Record,Concept,Content,XPath,DialectDefinition
NMEPSCOR,CSDGM,02759-metadata.xml,Keyword Vocabulary,"Project",/metadata/idinfo/keywords/theme/themekt,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekt"
NMEPSCOR,CSDGM,02759-metadata.xml,Keyword Type,"Project",/metadata/idinfo/keywords/theme/themekt,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekt"
NMEPSCOR,CSDGM,02759-metadata.xml,Theme Keyword,"EPSCoR T1R4",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02759-metadata.xml,Keyword,"EPSCoR T1R4",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02759-metadata.xml,Theme Keyword,"Geothermal",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02759-metadata.xml,Keyword,"Geothermal",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02759-metadata.xml,Theme Keyword,"Thermochronology",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02759-metadata.xml,Keyword,"Thermochronology",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02759-metadata.xml,Place Keyword Vocabulary,"GNIS",/metadata/idinfo/keywords/place/placekt,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekt"
NMEPSCOR,CSDGM,02759-metadata.xml,Place Keyword,"New Mexico",/metadata/idinfo/keywords/place/placekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekey"
NMEPSCOR,CSDGM,02759-metadata.xml,Keyword,"New Mexico",/metadata/idinfo/keywords/place/placekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekey"
NMEPSCOR,CSDGM,02759-metadata.xml,Place Keyword,"Colorado",/metadata/idinfo/keywords/place/placekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekey"
NMEPSCOR,CSDGM,02759-metadata.xml,Keyword,"Colorado",/metadata/idinfo/keywords/place/placekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekey"
NMEPSCOR,CSDGM,02759-metadata.xml,Place Keyword,"Wyoming",/metadata/idinfo/keywords/place/placekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekey"
NMEPSCOR,CSDGM,02759-metadata.xml,Keyword,"Wyoming",/metadata/idinfo/keywords/place/placekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekey"
NMEPSCOR,CSDGM,02759-metadata.xml,Place Keyword,"Great Plains",/metadata/idinfo/keywords/place/placekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekey"
NMEPSCOR,CSDGM,02759-metadata.xml,Keyword,"Great Plains",/metadata/idinfo/keywords/place/placekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekey"
NMEPSCOR,CSDGM,02759-metadata.xml,Place Keyword,"Colorado Plateau",/metadata/idinfo/keywords/place/placekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekey"
NMEPSCOR,CSDGM,02759-metadata.xml,Keyword,"Colorado Plateau",/metadata/idinfo/keywords/place/placekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekey"
NMEPSCOR,CSDGM,02759-metadata.xml,Rights,"None",/metadata/idinfo/accconst,"/csdgm:metadata/csdgm:idinfo/csdgm:accconst"
NMEPSCOR,CSDGM,02759-metadata.xml,Resource Access Constraints,"None",/metadata/idinfo/accconst,"/csdgm:metadata/csdgm:idinfo/csdgm:accconst"
NMEPSCOR,CSDGM,02759-metadata.xml,Rights,"None",/metadata/idinfo/useconst,"/csdgm:metadata/csdgm:idinfo/csdgm:useconst"
NMEPSCOR,CSDGM,02759-metadata.xml,Resource Use Constraints,"None",/metadata/idinfo/useconst,"/csdgm:metadata/csdgm:idinfo/csdgm:useconst"
NMEPSCOR,CSDGM,02759-metadata.xml,Resource Contact,"University of New Mexico Karl E. Karlstrom mailing address MSC03 2040 1 University of New Mexico Albuquerque NM 87131 USA 505 277-4346 kek1@unm.edu",/metadata/idinfo/ptcontac,"/csdgm:metadata/csdgm:idinfo/csdgm:ptcontac"
NMEPSCOR,CSDGM,02759-metadata.xml,Contributor Name,"Magdalena Donahue",/metadata/idinfo/datacred,"/csdgm:metadata/csdgm:idinfo/csdgm:datacred"
NMEPSCOR,CSDGM,02759-metadata.xml,Acknowledgement,"Magdalena Donahue",/metadata/idinfo/datacred,"/csdgm:metadata/csdgm:idinfo/csdgm:datacred"
NMEPSCOR,CSDGM,02759-metadata.xml,Unknown,"Unknown",/metadata/idinfo/native,Undefined
NMEPSCOR,CSDGM,02759-metadata.xml,Quality Statement,"Not provided Not provided Compilation of data from existing sources: literature review of journal articles, student theses and dissertations. New data collected and processed and added to contribution in 2012-2014. 2014",/metadata/dataqual,"/csdgm:metadata/csdgm:dataqual"
NMEPSCOR,CSDGM,02759-metadata.xml,Resource Quality Description,"Not provided Not provided Compilation of data from existing sources: literature review of journal articles, student theses and dissertations. New data collected and processed and added to contribution in 2012-2014. 2014",/metadata/dataqual,"/csdgm:metadata/csdgm:dataqual"
NMEPSCOR,CSDGM,02759-metadata.xml,Unknown,"United States",/metadata/spdoinfo/indspref,Undefined
NMEPSCOR,CSDGM,02759-metadata.xml,Entity and Attribute Information,"AHE_MSD_20140825 Compilation of low-temperature apatite fission track (AHE) thermochronology data Magdalena Donahue FID Internal feature number. Esri Sequential unique whole numbers that are automatically generated. Shape Feature geometry. Esri Coordinates defining the features. Y Latitude Magdalena Donahue Unknown Unknown Decimal Degrees X Longitude Magdalena Donahue Unknown Unknown Decimal Degrees Location_ Location/traverse name - Location or traverse upon which samples were collected Magdalena Donahue Location or traverse name Sample_Num Authors specific sample name/number for sample Magdalena Donahue Sample name/number Rock_Type Sample rock type Magdalena Donahue Sample rock type Elevation Elevation above sea level of sample Magdalena Donahue Unknown Unknown Meters Mass__ug_ Mass of apatite crystal Magdalena Donahue Unknown Unknown ug Radius__um Radius of apatite crystal Magdalena Donahue Unknown Unknown um Length__pp Length of apatite crystal Magdalena Donahue Unknown Unknown pp U_Content Uranium content Magdalena Donahue Unknown Unknown ppm Th_Content Thorium content Magdalena Donahue Unknown Unknown ppm Sm_Content Samarium content Magdalena Donahue Unknown Unknown ppm eU__ppm_ Effective uranium content Magdalena Donahue Unknown Unknown ppm 4He__nmol_ Helium-4 Magdalena Donahue Unknown Unknown nmol/g Ft Alpha retentivity (0-1) Magdalena Donahue Unknown Unknown 0-1 Raw_Age Raw age for sample Magdalena Donahue Unknown Unknown Ma Corrected Corrected Age - Age that has been corrected for sample Magdalena Donahue Unknown Unknown Ma Error_± Error or uncertainty in sample age Magdalena Donahue Unknown Unknown Ma Reference Reference (journal article, thesis, etc) from which these data were obtained. Magdalena Donahue Reference",/metadata/eainfo,"/csdgm:metadata/csdgm:eainfo"
NMEPSCOR,CSDGM,02759-metadata.xml,Resource Distribution,"Earth Data Analysis Center Clearinghouse Manager mailing and physical address MSC01 1110 1 University of New Mexico Albuquerque NM 87131-0001 USA 505-277-3622 ext. 230 505-277-3614 clearinghouse@edac.unm.edu 0800 - 1700 MT, M-F -7 hours GMT Downloadable Data The material on this site is made available as a public service. Maps and data are to be used for reference purposes only and the Earth Data Analysis Center (EDAC), New Mexico EPSCoR (NM EPSCoR), Energize New Mexico and The University of New Mexico are not responsible for any inaccuracies herein contained. No responsibility is assumed for damages or other liabilities due to the accuracy, availability, use or misuse of the information herein provided. Unless otherwise indicated in the documentation (metadata) for individual data sets, information on this site is public domain and may be copied without permission; citation of the source is appreciated. MS Office Open XML Spreadsheet (xslx) 1 http://gstore.unm.edu/apps/energize/datasets/99e2b089-f371-4a9e-b741-8b4d245543c6/AHE_MSD_20140825.original.xlsx Download from New Mexico EPSCoR (NM EPSCoR), Energize New Mexico at http://nmepscor.org. None. The files are available to download from New Mexico EPSCoR (NM EPSCoR), Energize New Mexico (http://nmepscor.org). Contact Earth Data Analysis Center at clearinghouse@edac.unm.edu Contact Earth Data Analysis Center at clearinghouse@edac.unm.edu Adequate computer capability is the only technical prerequisite for viewing data in digital form.",/metadata/distinfo,"/csdgm:metadata/csdgm:distinfo"
NMEPSCOR,CSDGM,02759-metadata.xml,Metadata Modified Date,"20150519",/metadata/metainfo/metd,"/csdgm:metadata/csdgm:metainfo/csdgm:metd"
NMEPSCOR,CSDGM,02759-metadata.xml,Metadata Contact,"Earth Data Analysis Center Clearinghouse Manager mailing and physical address MSC01 1110 1 University of New Mexico Albuquerque NM 87131-0001 USA 505-277-3622 ext. 230 505-277-3614 clearinghouse@edac.unm.edu 0800 - 1700 MT, M-F -7 hours GMT",/metadata/metainfo/metc/cntinfo,"/csdgm:metadata/csdgm:metainfo/csdgm:metc/csdgm:cntinfo"
NMEPSCOR,CSDGM,02759-metadata.xml,Metadata Language,"FGDC Content Standards for Digital Geospatial Metadata",/metadata/metainfo/metstdn,"/csdgm:metadata/csdgm:metainfo/csdgm:metstdn"
NMEPSCOR,CSDGM,02759-metadata.xml,Metadata Standard Citation,"FGDC Content Standards for Digital Geospatial Metadata",/metadata/metainfo/metstdn,"/csdgm:metadata/csdgm:metainfo/csdgm:metstdn"
NMEPSCOR,CSDGM,02759-metadata.xml,Metadata Standard Version,"FGDC-STD-001-1998",/metadata/metainfo/metstdv,"/csdgm:metadata/csdgm:metainfo/csdgm:metstdv"
NMEPSCOR,CSDGM,02759-metadata.xml,Metadata Time Convention,"local time",/metadata/metainfo/mettc,"/csdgm:metadata/csdgm:metainfo/csdgm:mettc"
NMEPSCOR,CSDGM,02760-metadata.xml,Resource Citation,"Dave Hanson 20141003 PSI PBR culture density and temperature effects - Photobioreactor-041 end 15C spreadsheet http://nmepscor.org/data_portal/browse-data http://gstore.unm.edu/apps/energize/datasets/7f0ae582-586f-4ff9-a027-b5aa6053d435/20140826_15_PBR1.original.xlsx http://gstore.unm.edu/apps/energize/datasets/7f0ae582-586f-4ff9-a027-b5aa6053d435/metadata/FGDC-STD-001-1998.xml http://gstore.unm.edu/apps/energize/datasets/7f0ae582-586f-4ff9-a027-b5aa6053d435/metadata/FGDC-STD-001-1998.html http://gstore.unm.edu/apps/energize/datasets/7f0ae582-586f-4ff9-a027-b5aa6053d435/metadata/ISO-19115:2003.xml http://gstore.unm.edu/apps/energize/datasets/7f0ae582-586f-4ff9-a027-b5aa6053d435/metadata/ISO-19115:2003.html",/metadata/idinfo/citation/citeinfo,"/csdgm:metadata/csdgm:idinfo/csdgm:citation/csdgm:citeinfo"
NMEPSCOR,CSDGM,02760-metadata.xml,Abstract,"These are baseline data on the metabolic effects of culture density in semicontinuous cultures grown in PSI photobioreactors.",/metadata/idinfo/descript/abstract,"/csdgm:metadata/csdgm:idinfo/csdgm:descript/csdgm:abstract"
NMEPSCOR,CSDGM,02760-metadata.xml,Purpose,"This is a test of three things: 1) functionality of photobioreactors from PSI, 2) effect of cell density on metabolism, 3) the interaction between temperature, cell density and metabolism. This is a baseline for comparison to encapsulated cultures.",/metadata/idinfo/descript/purpose,"/csdgm:metadata/csdgm:idinfo/csdgm:descript/csdgm:purpose"
NMEPSCOR,CSDGM,02760-metadata.xml,Unknown,"Conducted in the lab of Martin Jonikas at Stanford's Carnegie Institute. These data are made available through New Mexico's Experimental Program to Stimulate Competitive Research (NM EPSCoR) data portal. The portal provides access to data generated by and of use to the EPSCoR community including researchers, educators, and policy leaders, as well as the general public.",/metadata/idinfo/descript/supplinf,Undefined
NMEPSCOR,CSDGM,02760-metadata.xml,Temporal Extent,"20140826 20140829",/metadata/idinfo/timeperd/timeinfo/rngdates,"/csdgm:metadata/csdgm:idinfo/csdgm:timeperd/csdgm:timeinfo/csdgm:rngdates"
NMEPSCOR,CSDGM,02760-metadata.xml,Unknown,"Publication date",/metadata/idinfo/timeperd/current,Undefined
NMEPSCOR,CSDGM,02760-metadata.xml,Resource Status,"Complete Unknown",/metadata/idinfo/status,"/csdgm:metadata/csdgm:idinfo/csdgm:status"
NMEPSCOR,CSDGM,02760-metadata.xml,Bounding Box,"-122.17 -122.17 37.43 37.43",/metadata/idinfo/spdom/bounding,"/csdgm:metadata/csdgm:idinfo/csdgm:spdom/csdgm:bounding"
NMEPSCOR,CSDGM,02760-metadata.xml,Spatial Extent,"-122.17 -122.17 37.43 37.43",/metadata/idinfo/spdom/bounding,"/csdgm:metadata/csdgm:idinfo/csdgm:spdom/csdgm:bounding"
NMEPSCOR,CSDGM,02760-metadata.xml,Keyword Vocabulary,"Dave Hanson",/metadata/idinfo/keywords/theme/themekt,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekt"
NMEPSCOR,CSDGM,02760-metadata.xml,Keyword Type,"Dave Hanson",/metadata/idinfo/keywords/theme/themekt,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekt"
NMEPSCOR,CSDGM,02760-metadata.xml,Theme Keyword,"bioalgal energy",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Keyword,"bioalgal energy",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Theme Keyword,"PBR",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Keyword,"PBR",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Theme Keyword,"density",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Keyword,"density",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Theme Keyword,"temperature",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Keyword,"temperature",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Theme Keyword,"liquid",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Keyword,"liquid",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Theme Keyword,"Chlamydomonas",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Keyword,"Chlamydomonas",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Keyword Vocabulary,"ISO 19115 Topic Category",/metadata/idinfo/keywords/theme/themekt,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekt"
NMEPSCOR,CSDGM,02760-metadata.xml,Keyword Type,"ISO 19115 Topic Category",/metadata/idinfo/keywords/theme/themekt,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekt"
NMEPSCOR,CSDGM,02760-metadata.xml,Theme Keyword,"utilitiesCommunications",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Keyword,"utilitiesCommunications",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Keyword Vocabulary,"Project",/metadata/idinfo/keywords/theme/themekt,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekt"
NMEPSCOR,CSDGM,02760-metadata.xml,Keyword Type,"Project",/metadata/idinfo/keywords/theme/themekt,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekt"
NMEPSCOR,CSDGM,02760-metadata.xml,Theme Keyword,"EPSCoR T1R4",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Keyword,"EPSCoR T1R4",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Theme Keyword,"Bioalgal Energy",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Keyword,"Bioalgal Energy",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Theme Keyword,"Encapsulated Algae",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Keyword,"Encapsulated Algae",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Place Keyword Vocabulary,"GNIS",/metadata/idinfo/keywords/place/placekt,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekt"
NMEPSCOR,CSDGM,02760-metadata.xml,Place Keyword,"New Mexico",/metadata/idinfo/keywords/place/placekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Keyword,"New Mexico",/metadata/idinfo/keywords/place/placekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekey"
NMEPSCOR,CSDGM,02760-metadata.xml,Rights,"None",/metadata/idinfo/accconst,"/csdgm:metadata/csdgm:idinfo/csdgm:accconst"
NMEPSCOR,CSDGM,02760-metadata.xml,Resource Access Constraints,"None",/metadata/idinfo/accconst,"/csdgm:metadata/csdgm:idinfo/csdgm:accconst"
NMEPSCOR,CSDGM,02760-metadata.xml,Rights,"None",/metadata/idinfo/useconst,"/csdgm:metadata/csdgm:idinfo/csdgm:useconst"
NMEPSCOR,CSDGM,02760-metadata.xml,Resource Use Constraints,"None",/metadata/idinfo/useconst,"/csdgm:metadata/csdgm:idinfo/csdgm:useconst"
NMEPSCOR,CSDGM,02760-metadata.xml,Resource Contact,"University of New Mexico Dave Hanson mailing address Biology Department University of New Mexico Albuquerque NM 87131 USA 505-277-6681 dthanson@unm.edu",/metadata/idinfo/ptcontac,"/csdgm:metadata/csdgm:idinfo/csdgm:ptcontac"
NMEPSCOR,CSDGM,02760-metadata.xml,Contributor Name,"Dave Hanson",/metadata/idinfo/datacred,"/csdgm:metadata/csdgm:idinfo/csdgm:datacred"
NMEPSCOR,CSDGM,02760-metadata.xml,Acknowledgement,"Dave Hanson",/metadata/idinfo/datacred,"/csdgm:metadata/csdgm:idinfo/csdgm:datacred"
NMEPSCOR,CSDGM,02760-metadata.xml,Unknown,"Unknown",/metadata/idinfo/native,Undefined
NMEPSCOR,CSDGM,02760-metadata.xml,Quality Statement,"Not provided Not provided John Roesgen collected 15C data and switched to 25C 20140826 John Roesgen collected 25C data and shut down 20140829",/metadata/dataqual,"/csdgm:metadata/csdgm:dataqual"
NMEPSCOR,CSDGM,02760-metadata.xml,Resource Quality Description,"Not provided Not provided John Roesgen collected 15C data and switched to 25C 20140826 John Roesgen collected 25C data and shut down 20140829",/metadata/dataqual,"/csdgm:metadata/csdgm:dataqual"
NMEPSCOR,CSDGM,02760-metadata.xml,Unknown,"United States",/metadata/spdoinfo/indspref,Undefined
