Record,XPath,Content
00509-metadata.xml,/eml:eml/@packageId,"CHL.3.5"
00509-metadata.xml,/eml:eml/@scope,"system"
00509-metadata.xml,/eml:eml/@system,"knb"
00509-metadata.xml,/eml:eml/@xsi:schemaLocation,"eml://ecoinformatics.org/eml-2.1.1 eml.xsd"
00509-metadata.xml,/eml:eml/access/@authSystem,"knb"
00509-metadata.xml,/eml:eml/access/@order,"denyFirst"
00509-metadata.xml,/eml:eml/access/@scope,"document"
00509-metadata.xml,/eml:eml/access/allow/principal,"public"
00509-metadata.xml,/eml:eml/access/allow/permission,"read"
00509-metadata.xml,/eml:eml/access/allow/principal,"uid=Kelly Robinson,o=unaffiliated,dc=ecoinformatics,dc=org"
00509-metadata.xml,/eml:eml/access/allow/permission,"read"
00509-metadata.xml,/eml:eml/access/allow/permission,"write"
00509-metadata.xml,/eml:eml/access/allow/permission,"changePermission"
00509-metadata.xml,/eml:eml/access/allow/principal,"uid=mgraham,o=unaffiliated,dc=ecoinformatics,dc=org"
00509-metadata.xml,/eml:eml/access/allow/permission,"read"
00509-metadata.xml,/eml:eml/access/allow/permission,"write"
00509-metadata.xml,/eml:eml/access/allow/permission,"changePermission"
00509-metadata.xml,/eml:eml/access/allow/principal,"uid=condon,o=unaffiliated,dc=ecoinformatics,dc=org"
00509-metadata.xml,/eml:eml/access/allow/permission,"read"
00509-metadata.xml,/eml:eml/access/allow/permission,"write"
00509-metadata.xml,/eml:eml/access/allow/permission,"changePermission"
00509-metadata.xml,/eml:eml/access/allow/principal,"uid=lhu,o=unaffiliated,dc=ecoinformatics,dc=org"
00509-metadata.xml,/eml:eml/access/allow/permission,"read"
00509-metadata.xml,/eml:eml/access/allow/permission,"write"
00509-metadata.xml,/eml:eml/access/allow/permission,"changePermission"
00509-metadata.xml,/eml:eml/access/allow/principal,"uid=regetz,o=NCEAS,dc=ecoinformatics,dc=org"
00509-metadata.xml,/eml:eml/access/allow/permission,"read"
00509-metadata.xml,/eml:eml/access/allow/permission,"write"
00509-metadata.xml,/eml:eml/access/allow/permission,"changePermission"
00509-metadata.xml,/eml:eml/access/allow/principal,"uid=schild,o=NCEAS,dc=ecoinformatics,dc=org"
00509-metadata.xml,/eml:eml/access/allow/permission,"read"
00509-metadata.xml,/eml:eml/access/allow/permission,"write"
00509-metadata.xml,/eml:eml/access/allow/permission,"changePermission"
00509-metadata.xml,/eml:eml/access/allow/principal,"uid=aaronelmore,o=unaffiliated,dc=ecoinformatics,dc=org"
00509-metadata.xml,/eml:eml/access/allow/permission,"read"
00509-metadata.xml,/eml:eml/access/allow/permission,"write"
00509-metadata.xml,/eml:eml/access/allow/permission,"changePermission"
00509-metadata.xml,/eml:eml/access/allow/principal,"uid=malej,o=unaffiliated,dc=ecoinformatics,dc=org"
00509-metadata.xml,/eml:eml/access/allow/permission,"read"
00509-metadata.xml,/eml:eml/access/allow/permission,"write"
00509-metadata.xml,/eml:eml/access/allow/principal,"uid=haddock,o=unaffiliated,dc=ecoinformatics,dc=org"
00509-metadata.xml,/eml:eml/access/allow/permission,"read"
00509-metadata.xml,/eml:eml/access/allow/permission,"write"
00509-metadata.xml,/eml:eml/access/allow/principal,"uid=Pitt,o=unaffiliated,dc=ecoinformatics,dc=org"
00509-metadata.xml,/eml:eml/access/allow/permission,"read"
00509-metadata.xml,/eml:eml/access/allow/permission,"write"
00509-metadata.xml,/eml:eml/access/allow/principal,"uid=Cathy Lucas,o=unaffiliated,dc=ecoinformatics,dc=org"
00509-metadata.xml,/eml:eml/access/allow/permission,"read"
00509-metadata.xml,/eml:eml/access/allow/permission,"write"
00509-metadata.xml,/eml:eml/dataset/@scope,"document"
00509-metadata.xml,/eml:eml/dataset/title,"Southampton Water - Lucas"
00509-metadata.xml,/eml:eml/dataset/creator/@id,"1277457715680"
00509-metadata.xml,/eml:eml/dataset/creator/individualName/salutation,"Dr"
00509-metadata.xml,/eml:eml/dataset/creator/individualName/givenName,"Cathy"
00509-metadata.xml,/eml:eml/dataset/creator/individualName/surName,"Lucas"
00509-metadata.xml,/eml:eml/dataset/creator/organizationName,"University of Southampton / National Oceanography Centre Southampton"
00509-metadata.xml,/eml:eml/dataset/creator/positionName,"Lecturer"
00509-metadata.xml,/eml:eml/dataset/creator/address/deliveryPoint,"School of Ocean & Earth Science"
