Record,XPath,Content
03132-metadata.xml,/metadata/idinfo/citation/citeinfo/origin,"U.S. Geological Survey, Gap Analysis Program"
03132-metadata.xml,/metadata/idinfo/citation/citeinfo/pubdate,"20130401"
03132-metadata.xml,/metadata/idinfo/citation/citeinfo/title,"U.S. Geological Survey Gap Analysis Program Species Ranges"
03132-metadata.xml,/metadata/idinfo/citation/citeinfo/geoform,"maps and data"
03132-metadata.xml,/metadata/idinfo/citation/citeinfo/serinfo/sername,"U.S. Geological Survey Gap Analysis Program Species Ranges"
03132-metadata.xml,/metadata/idinfo/citation/citeinfo/serinfo/issue,"Unknown"
03132-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/pubplace,"Idaho"
03132-metadata.xml,/metadata/idinfo/citation/citeinfo/pubinfo/publish,"U.S. Geological Survey Gap Analysis Program"
03132-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://gapanalysis.usgs.gov/species/data/download/"
03132-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"ftp://ftp.gap.uidaho.edu/outgoing/ModelingStatus/GAPModelingStatus.csv"
03132-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://dx.doi.org/10.5066/F7Q81B3R"
