Record,Concept,XPath,Content
03132-metadata.xml,Resource Title,/metadata/idinfo/citation/citeinfo/title,"U.S. Geological Survey Gap Analysis Program Species Ranges"
03132-metadata.xml,Resource Creation/Revision Date,/metadata/idinfo/citation/citeinfo/pubdate,"20130401"
03132-metadata.xml,Abstract,/metadata/idinfo/descript/abstract,"GAP species range data show a coarse representation of the total areal extent of a species or the geographic limits within which a species can be found (Morrison and Hall 2002). To represent these geographic limits, GAP compiled existing GAP data, where available, and NatureServe data (Patterson et al. 2003, Ridgely et al. 2007, NatureServe 2010) IUCN data (IUCN 2004), where needed. Data provided by GAP in collaboration with the Northwest Gap Analysis Project (NWGAP), the Southwest Regional Gap Analysis Project (SWReGAP), the Southeast Gap Analysis Project (SEGAP), the Alaska Gap Analysis Project (AKGAP), the Hawaii Gap Analysis Project (HIGAP), the Puerto Rico Gap Analysis Project (PRGAP), and the U.S. Virgin Islands Gap Analysis Project (USVIGAP). Web map services for species ranges can be accessed via: http://gis1.usgs.gov/arcgis/rest/services/NAT_Species_Birds http://gis1.usgs.gov/arcgis/rest/services/NAT_Species_Mammals http://gis1.usgs.gov/arcgis/rest/services/NAT_Species_Amphibians http://gis1.usgs.gov/arcgis/rest/services/NAT_Species_Reptiles A table listing all of GAP's available web map services can be found here: http://gapanalysis.usgs.gov/species/data/web-map-services/ Bird data provided by NatureServe in collaboration with Robert Ridgely, James Zook, The Nature Conservancy's Migratory Bird Program, Conservation International's Center for Applied Biodiversity Science (CABS), World Wildlife Fund US, and Environment Canada's WILDSPACE. Mammal data provided by NatureServe in collaboration with Bruce Patterson, Wes Sechrest, Marcelo Tognelli, Gerardo Ceballos, The Nature Conservancy's Migratory Bird Program, Conservation International's CABS, World Wildlife Fund US, and Environment Canada's WILDSPACE. Reptile data were provided by the International Union for Conservation of Nature and Natural Resources (IUCN). Amphibian data developed as part of the Global Amphibian Assessment and provided by IUCN-World Conservation Union, Conservation International and NatureServe. Once the needed range data were compiled it was intersected with Natural Resource Conservation Service National Watershed Boundary dataset of 12-digit hydrological units for the US (U.S. Geological Survey and U.S. Department of Agriculture, Natural Resources Conservation Service 2009). Range data were attributed with information regarding occurrence/presence, origin, reproductive use, and seasonal use from GAP regional projects (SWReGAP, SEGAP, NWGAP, AKGAP, HIGAP, PRGAP, and USVIGAP), NatureServe data, and IUCN data. GAP used the best information available to create these species ranges; however GAP seeks to improve and update these data as new information becomes available. These species range data provide the biological context within which to build our species distribution models. Recommended citation: U.S. Geological Survey Gap Analysis Program (USGS-GAP). [Year]. National Species Ranges. Available: http://gapanalysis.usgs.gov. Accessed [date]."
03132-metadata.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"Species Range"
03132-metadata.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"GAP"
03132-metadata.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"Gap Analysis"
03132-metadata.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"12-digit hydrologic units"
03132-metadata.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"12-digit HUCs"
03132-metadata.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"Conservation"
03132-metadata.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"Biodiversity"
03132-metadata.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"biota"
03132-metadata.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"biota"
03132-metadata.xml,Keyword Vocabulary,/metadata/idinfo/keywords/theme/themekt,"None"
03132-metadata.xml,Keyword Vocabulary,/metadata/idinfo/keywords/theme/themekt,"ISO 19115 Topic Category"
03132-metadata.xml,Keyword Vocabulary,/metadata/idinfo/keywords/theme/themekt,"NGDA Portfolio Themes"
03132-metadata.xml,Metadata Contact,/metadata/metainfo/metc/cntinfo,"Jeff Lonneker University of Idaho, Gap Analysis Program GIS Analyst / Wildlife Biologist mailing and physical 530 S. Asbury St., Suite 2 Moscow ID 83843 US 208-885-3534 jlonneker@uidaho.edu"
03132-metadata.xml,Resource Contact,/metadata/idinfo/ptcontac,"Jocelyn Aycrigg University of Idaho, Gap Analysis Program mailing and physical 530 S. Asbury St., Suite 2 Moscow ID 83843 208-885-3901 aycrigg@uidaho.edu"
03132-metadata.xml,Organization Name,/metadata/idinfo/citation/citeinfo/origin,"U.S. Geological Survey, Gap Analysis Program"
03132-metadata.xml,Phone,/metadata/distinfo/distrib/cntinfo/cntvoice,"208-885-3534"
03132-metadata.xml,Phone,/metadata/metainfo/metc/cntinfo/cntvoice,"208-885-3534"
03132-metadata.xml,Author,/metadata/idinfo/citation/citeinfo/origin,"U.S. Geological Survey, Gap Analysis Program"
03132-metadata.xml,Publication Date,/metadata/idinfo/citation/citeinfo/pubdate,"20130401"
03132-metadata.xml,Publisher,/metadata/idinfo/citation/citeinfo/pubinfo/publish,"U.S. Geological Survey Gap Analysis Program"
03132-metadata.xml,Publisher Location,/metadata/idinfo/citation/citeinfo/pubinfo/pubplace,"Idaho"
03132-metadata.xml,Presentation Form,/metadata/idinfo/citation/citeinfo/geoform,"maps and data"
03132-metadata.xml,Resource Citation,/metadata/idinfo/citation/citeinfo,"U.S. Geological Survey, Gap Analysis Program 20130401 U.S. Geological Survey Gap Analysis Program Species Ranges maps and data U.S. Geological Survey Gap Analysis Program Species Ranges Unknown Idaho U.S. Geological Survey Gap Analysis Program http://gapanalysis.usgs.gov/species/data/download/ ftp://ftp.gap.uidaho.edu/outgoing/ModelingStatus/GAPModelingStatus.csv http://dx.doi.org/10.5066/F7Q81B3R"
