Record,XPath,Content
02009-metadata.xml,/metadata/@xsi:noNamespaceSchemaLocation,"http://www.fgdc.gov/metadata/fgdc-std-001-1998.xsd"
02009-metadata.xml,/metadata/idinfo/citation/citeinfo/origin,"John Wilson"
02009-metadata.xml,/metadata/idinfo/citation/citeinfo/pubdate,"20140116"
02009-metadata.xml,/metadata/idinfo/citation/citeinfo/title,"NMT Valles Caldera Groundwater Data, Site Downstream (Sep 11, 2010 - Nov 19, 2011)"
02009-metadata.xml,/metadata/idinfo/citation/citeinfo/geoform,"vector digital data"
02009-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://nmepscor.org/dataportal"
02009-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"https://gstore.unm.edu/dataone/v1/object/21f54dd9-b469-4e47-a5ea-30042139c7de"
02009-metadata.xml,/metadata/idinfo/descript/abstract,"With growing concerns about declining snowpack, warmer temperatures, and land use changes, it is becoming increasingly important to determine the sources that contribute to surface water. In western states, such as New Mexico, most of the surface water is derived from mountainous watersheds. However, the interaction between the groundwater and the surface water within these mountain systems is poorly understood."
02009-metadata.xml,/metadata/idinfo/descript/purpose,"Water well data collection information."
02009-metadata.xml,/metadata/idinfo/descript/supplinf,"Funding Source is NM EPSCOR. Principal Investigator is John Wilson at New Mexico Tech. The main researcher for this project is Jesus Gomez at New Mexico Tech. This file is made available through New Mexico's Experimental Program to Stimulate Competitive Research (NM EPSCoR) data portal. The portal provides access to data generated by and of use to the EPSCoR community including researchers, educators, and policy leaders, as well as the general public."
02009-metadata.xml,/metadata/idinfo/timeperd/timeinfo/rngdates/begdate,"20100911"
02009-metadata.xml,/metadata/idinfo/timeperd/timeinfo/rngdates/begtime,"000000"
02009-metadata.xml,/metadata/idinfo/timeperd/timeinfo/rngdates/enddate,"20111119"
02009-metadata.xml,/metadata/idinfo/timeperd/current,"Ground condition"
02009-metadata.xml,/metadata/idinfo/status/progress,"Complete"
02009-metadata.xml,/metadata/idinfo/status/update,"As needed"
02009-metadata.xml,/metadata/idinfo/spdom/bounding/westbc,"-106.501385"
02009-metadata.xml,/metadata/idinfo/spdom/bounding/eastbc,"-106.501385"
02009-metadata.xml,/metadata/idinfo/spdom/bounding/northbc,"35.840889"
02009-metadata.xml,/metadata/idinfo/spdom/bounding/southbc,"35.840889"
02009-metadata.xml,/metadata/idinfo/keywords/theme/themekt,"ISO 19115 Topic Categories"
02009-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"inlandWaters"
02009-metadata.xml,/metadata/idinfo/keywords/theme/themekt,"John Wilson"
02009-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"EPSCoR Track 1 R3"
02009-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"Snow-dominated Mountain Watersheds"
02009-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"Groundwater Wells"
02009-metadata.xml,/metadata/idinfo/keywords/theme/themekey,"Groundwater"
02009-metadata.xml,/metadata/idinfo/keywords/place/placekt,"Spatial Reference System Identifiers"
02009-metadata.xml,/metadata/idinfo/keywords/place/placekey,"EPSG:4326"
02009-metadata.xml,/metadata/idinfo/keywords/place/placekey,"EPSG:4326"
02009-metadata.xml,/metadata/idinfo/keywords/place/placekt,"GNIS"
02009-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Valles Caldera"
02009-metadata.xml,/metadata/idinfo/keywords/place/placekey,"Elk Exclosure"
02009-metadata.xml,/metadata/idinfo/keywords/place/placekey,"New Mexico"
02009-metadata.xml,/metadata/idinfo/accconst,"None"
02009-metadata.xml,/metadata/idinfo/useconst,"None"
02009-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntorg,"Department of Earth and Environmental Science, New Mexico Tech"
02009-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntorgp/cntper,"John Wilson"
02009-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/addrtype,"mailing and physical address"
02009-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/address,"801 Leroy Place"
02009-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/city,"Socorro"
02009-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/state,"NM"
02009-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/postal,"87801"
02009-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntaddr/country,"USA"
02009-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntvoice,"575-835-5634"
02009-metadata.xml,/metadata/idinfo/ptcontac/cntinfo/cntemail,"jwilson@nmt.edu"
02009-metadata.xml,/metadata/dataqual/logic,"Not provided"
02009-metadata.xml,/metadata/dataqual/complete,"Not provided"
02009-metadata.xml,/metadata/dataqual/lineage/procstep/procdesc,"Water well data collected"
02009-metadata.xml,/metadata/dataqual/lineage/procstep/procdate,"Unknown"
02009-metadata.xml,/metadata/dataqual/lineage/procstep/proccont/cntinfo/cntorgp/cntorg,"New Mexico Tech"
02009-metadata.xml,/metadata/dataqual/lineage/procstep/proccont/cntinfo/cntorgp/cntper,"Jesus Gomez"
02009-metadata.xml,/metadata/dataqual/lineage/procstep/proccont/cntinfo/cntpos,"Graduate Research Assistant"
02009-metadata.xml,/metadata/dataqual/lineage/procstep/proccont/cntinfo/cntaddr/addrtype,"mailing address"
02009-metadata.xml,/metadata/dataqual/lineage/procstep/proccont/cntinfo/cntaddr/address,"801 Leroy Place"
02009-metadata.xml,/metadata/dataqual/lineage/procstep/proccont/cntinfo/cntaddr/city,"Socorro"
02009-metadata.xml,/metadata/dataqual/lineage/procstep/proccont/cntinfo/cntaddr/state,"NM"
02009-metadata.xml,/metadata/dataqual/lineage/procstep/proccont/cntinfo/cntaddr/postal,"87801"
02009-metadata.xml,/metadata/dataqual/lineage/procstep/proccont/cntinfo/cntaddr/country,"USA"
