Record,XPath,Content
01759-metadata.xml,/metadata/idinfo/citation/citeinfo/origin,"HUEMMRICH, K.F."
01759-metadata.xml,/metadata/idinfo/citation/citeinfo/origin,"MUKELABAI, M.M."
01759-metadata.xml,/metadata/idinfo/citation/citeinfo/origin,"PRIVETTE, J.L."
01759-metadata.xml,/metadata/idinfo/citation/citeinfo/title,"SAFARI 2000 FPAR TRAC DATA FOR MONGU, ZAMBIA, 1999-2002"
01759-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=784"
01759-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://daac.ornl.gov/mercury_harvest/784.xml"
01759-metadata.xml,/metadata/idinfo/citation/citeinfo/alt_onlink,"http://daac.ornl.gov/mercury_harvest/784.xml"
01759-metadata.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://daac.ornl.gov//S2K/guides/mongu_fpar_trac.html"
01759-metadata.xml,/metadata/idinfo/citation/citeinfo/geoform,"metadata"
01759-metadata.xml,/metadata/idinfo/descript/abstract,"Data from the Tracing Architecture and Radiation of Canopies (TRAC) instrument were processed to determine the fraction of intercepted photosynthetically active radiation (FPAR) at the EOS Validation Core Site in Kataba Local Forest, approximately 20 km south of Mongu, Zambia. Measurements began in 1999 and continued into 2002, with measurements collected about every month. TRAC contains three pyranometers sensitive to PAR wavelengths, with two sensors upward looking and one downward looking. The TRAC instrument was carried along three parallel transects, each 750 m long and spaced 250 m apart, about 0.7 m off the ground on clear days near midday. The sensors measured PAR at 32 Hz, resulting in a horizontal sampling interval of about 1.7 cm (Privette et al., 2002). Each transect was divided into 25 m segments, and Fpar values, with date/time stamp, are reported for each segment. The length and spacing of the transects were chosen to sample an area large enough to be representative of a 1 km MODIS pixel. PAR transmittance values were determined from the upward viewing pyranometers on the TRAC instrument. Due to the large gaps in the canopy, incident PAR was estimated from the TRAC data as 95% of the maximum PAR transmittance value for each transect. The FPAR values of all the observations were averaged to give segment-average FPAR, and segment average FPAR values were averaged to give transect-average FPAR.The data file is stored as an ASCII text file, in comma-separated-value (csv) format, with column headers."
01759-metadata.xml,/metadata/idinfo/timeperd/timeinfo/rngdates/begdate,"19990810"
01759-metadata.xml,/metadata/idinfo/timeperd/timeinfo/rngdates/enddate,"20020223"
01759-metadata.xml,/metadata/idinfo/status/progress,"Complete"
01759-metadata.xml,/metadata/idinfo/status/update,"As appropriate"
01759-metadata.xml,/metadata/idinfo/spdom/bounding/westbc,"22.0276"
