Record,Concept,XPath,Content
00000-metadata.xml,Resource Title,/eml:eml/dataset/title,"Year 2010, 15 minute measurements of stage in a small headwater stream draining a highly suburban catchment (72% residential), Saw Mill Brook, Burlington, MA."
00000-metadata.xml,Resource Creation/Revision Date,/eml:eml/dataset/pubDate,"2012"
00000-metadata.xml,Abstract,/eml:eml/dataset/abstract,"Year 2010, continuous measurements, every 15 minutes, were made of depth and stream temperature in a small headwater stream, Saw Mill Brook, Burlington, MA, draining a highly suburban catchment (72% residential). Discharge is determined from stage using discharge vs stage regressions."
00000-metadata.xml,Metadata Contact,/eml:eml/dataset/metadataProvider,"Plum Island Ecosystems LTER Program The Ecosystems Center Marine Biological Lab 7 MBL St Woods Hole MA 02543 USA (508) 289 7485 pie_im@mbl.edu http://pie-lter.ecosystems.mbl.edu"
00000-metadata.xml,Resource Contact,/eml:eml/dataset/contact,"Data Manager The Ecosystems Center Marine Biological Lab 7 MBL St Woods Hole MA 02543 USA (508) 289 7485 pie_im@mbl.edu http://pie-lter.ecosystems.mbl.edu"
00000-metadata.xml,Organization Name,/eml:eml/dataset/creator/organizationName,"Plum Island Ecosystems LTER Program"
00000-metadata.xml,Organization Name,/eml:eml/dataset/metadataProvider/organizationName,"Plum Island Ecosystems LTER Program"
00000-metadata.xml,Organization Name,/eml:eml/dataset/publisher/organizationName,"Plum Island Ecosystems LTER"
00000-metadata.xml,Author,/eml:eml/dataset/creator,"Plum Island Ecosystems LTER Program Wilfred Wollheim Morse Hall UNH Durham NH 03824 USA"
00000-metadata.xml,Publication Date,/eml:eml/dataset/pubDate,"2012"
00000-metadata.xml,Publisher,/eml:eml/dataset/publisher,"Plum Island Ecosystems LTER The Ecosystems Center Marine Biological Lab 7 MBL St Woods Hole MA 02543 USA (508) 289 7485 pie_im@mbl.edu http://pie-lter.ecosystems.mbl.edu"
00000-metadata.xml,Publisher URL,/eml:eml/dataset/publisher/electronicMailAddress,"pie_im@mbl.edu"
00000-metadata.xml,Publisher E-Mail,/eml:eml/dataset/publisher/electronicMailAddress,"pie_im@mbl.edu"
00000-metadata.xml,Resource Identifier,/eml:eml/@packageId,"knb-lter-pie.227.2"
00000-metadata.xml,Southernmost Latitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,"42.5236"
00000-metadata.xml,Northernmost Latitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,"42.5236"
00000-metadata.xml,Westernmost Longitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,"-71.185"
00000-metadata.xml,Easternmost Longitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,"-71.185"
00000-metadata.xml,Start Time,/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,"2010-01-01"
00000-metadata.xml,End Time,/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,"2010-12-31"
00000-metadata.xml,Author / Originator,/eml:eml/dataset/creator,"Plum Island Ecosystems LTER Program Wilfred Wollheim Morse Hall UNH Durham NH 03824 USA"
00000-metadata.xml,Originating Organization,/eml:eml/dataset/creator/organizationName,"Plum Island Ecosystems LTER Program"
00000-metadata.xml,Author / Originator Identifier,/eml:eml/dataset/creator/@id,"pers-1"
00000-metadata.xml,Bounding Box,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates,"-71.185 -71.185 42.5236 42.5236"
00000-metadata.xml,Contributor Name,/eml:eml/dataset/associatedParty,"Nat Morse additional investigator"
00000-metadata.xml,Contributor Name,/eml:eml/dataset/associatedParty,"Amanda Hope additional investigator"
00000-metadata.xml,Resource Format,/eml:eml/dataset/dataTable/physical/dataFormat,"1 \r\n column ,"
00000-metadata.xml,Rights,/eml:eml/dataset/intellectualRights,"Acceptance and utilization of PIE-LTER data requires that: The Principal Investigator be sent a notice stating reasons for acquiring any data and a description of the publication intentions. The Principal Investigator of the data set be sent a copy of the report or manuscript prior to submission and be adequately cited in any resultant publications A copy of any resultant publications should be sent to: Principal Investigator Ecosystems Center Marine Biological Laboratory Woods Hole, MA 02543"
00000-metadata.xml,Security Constraints,/eml:eml/access,"uid=PIE,o=lter,dc=ecoinformatics,dc=org all public read"
00000-metadata.xml,Resource Access Constraints,/eml:eml/access,"uid=PIE,o=lter,dc=ecoinformatics,dc=org all public read"
00000-metadata.xml,Resource Use Constraints,/eml:eml/dataset/intellectualRights,"Acceptance and utilization of PIE-LTER data requires that: The Principal Investigator be sent a notice stating reasons for acquiring any data and a description of the publication intentions. The Principal Investigator of the data set be sent a copy of the report or manuscript prior to submission and be adequately cited in any resultant publications A copy of any resultant publications should be sent to: Principal Investigator Ecosystems Center Marine Biological Laboratory Woods Hole, MA 02543"
00000-metadata.xml,Metadata Access Constraints,/eml:eml/access,"uid=PIE,o=lter,dc=ecoinformatics,dc=org all public read"
00000-metadata.xml,Metadata Use Constraints,/eml:eml/access,"uid=PIE,o=lter,dc=ecoinformatics,dc=org all public read"
00000-metadata.xml,Distribution Format,/eml:eml/dataset/dataTable/physical/dataFormat,"1 \r\n column ,"
