Record,Concept,XPath,Content
00000-metadata.xml,Resource Title,/eml:eml/dataset/title,"Land Cover, 2005, for Town of Danvers, Massachusetts - Raster"
00000-metadata.xml,Resource Creation/Revision Date,/eml:eml/dataset/pubDate,"20121203"
00000-metadata.xml,Abstract,/eml:eml/dataset/abstract,"This is a seven-category land-cover map of Danvers, Massachusetts. The seven categories are: bare soil, coniferous trees, decidous trees, grass, impervious surface, water, and wetlands. Note: Complete metadata is available within the downloaded zip file. This metadata can be viewed with ESRI ArcGIS software, and can be exported to FGDC and ISO metadata formats."
00000-metadata.xml,Keyword Vocabulary,/eml:eml/dataset/keywordSet/keywordThesaurus,"None"
00000-metadata.xml,Keyword Vocabulary,/eml:eml/dataset/keywordSet/keywordThesaurus,"None"
00000-metadata.xml,Metadata Contact,/eml:eml/dataset/metadataProvider,"Plum Island Ecosystems LTER Program The Ecosystems Center Marine Biological Lab 7 MBL St Woods Hole MA 02543 USA (508) 289 7485 pie_im@mbl.edu http://pie-lter.ecosystems.mbl.edu"
00000-metadata.xml,Resource Contact,/eml:eml/dataset/contact,"Colin Polsky Clark University Assistant Professor Graduate School of Geography, Clark University, 950 Main Street Worcester Massachusetts 01610-1477 US (508) 421-3828 CPolsky@clarku.edu"
00000-metadata.xml,Organization Name,/eml:eml/dataset/metadataProvider/organizationName,"Plum Island Ecosystems LTER Program"
00000-metadata.xml,Organization Name,/eml:eml/dataset/contact/organizationName,"Clark University"
00000-metadata.xml,Organization Name,/eml:eml/dataset/publisher/organizationName,"Plum Island Ecosystems LTER"
00000-metadata.xml,Author,/eml:eml/dataset/creator,"Colin Polsky Assistant Professor Graduate School of Geography, Clark University, 950 Main Street Worcester Massachusetts 01610-1477 US (508) 421-3828 CPolsky@clarku.edu"
00000-metadata.xml,Author / Originator World Wide Web Address,/eml:eml/dataset/creator/electronicMailAddress,"CPolsky@clarku.edu"
00000-metadata.xml,Publication Date,/eml:eml/dataset/pubDate,"20121203"
