Record,XPath,Content
MB2LME.xml,/DIF/@xsi:schemaLocation,"http://gcmd.gsfc.nasa.gov/Aboutus/xml/dif/ http://gcmd.gsfc.nasa.gov/Aboutus/xml/dif/dif_v9.9.3.xsd"
MB2LME.xml,/DIF/Entry_ID,"MB2LME2"
MB2LME.xml,/DIF/Entry_Title,"MISR Level 1B2 Local Mode Ellipsoid Radiance Data V002"
MB2LME.xml,/DIF/Personnel/Role,"DIF AUTHOR"
MB2LME.xml,/DIF/Personnel/First_Name,"ASDC"
MB2LME.xml,/DIF/Personnel/Last_Name,"USER SERVICES"
MB2LME.xml,/DIF/Personnel/Email,"support-asdc@earthdata.nasa.gov"
MB2LME.xml,/DIF/Personnel/Phone,"757-864-8656"
MB2LME.xml,/DIF/Personnel/Contact_Address/Address,"NASA Langley Atmospheric Science Data Center"
MB2LME.xml,/DIF/Personnel/Contact_Address/Address,"User and Data Services"
MB2LME.xml,/DIF/Personnel/Contact_Address/Address,"NASA Langley Research Center"
MB2LME.xml,/DIF/Personnel/Contact_Address/Address,"Mail Stop 157D"
MB2LME.xml,/DIF/Personnel/Contact_Address/City,"Hampton"
MB2LME.xml,/DIF/Personnel/Contact_Address/Province_or_State,"VA"
MB2LME.xml,/DIF/Personnel/Contact_Address/Postal_Code,"23681-2199"
MB2LME.xml,/DIF/Personnel/Contact_Address/Country,"USA"
MB2LME.xml,/DIF/Personnel/Role,"INVESTIGATOR"
MB2LME.xml,/DIF/Personnel/First_Name,"DAVID, DR."
MB2LME.xml,/DIF/Personnel/Middle_Name,"J."
MB2LME.xml,/DIF/Personnel/Last_Name,"DINER"
MB2LME.xml,/DIF/Personnel/Email,"david.j.diner@nasa.gov"
MB2LME.xml,/DIF/Personnel/Phone,"818-354-6319"
MB2LME.xml,/DIF/Personnel/Fax,"818-393-4616"
MB2LME.xml,/DIF/Personnel/Contact_Address/Address,"Jet Propulsion Laboratory"
MB2LME.xml,/DIF/Personnel/Contact_Address/Address,"4800 Oak Grove Drive"
MB2LME.xml,/DIF/Personnel/Contact_Address/City,"Pasadena"
MB2LME.xml,/DIF/Personnel/Contact_Address/Province_or_State,"CA"
MB2LME.xml,/DIF/Personnel/Contact_Address/Postal_Code,"91109-8099"
MB2LME.xml,/DIF/Personnel/Contact_Address/Country,"USA"
MB2LME.xml,/DIF/Parameters/@uuid,"03f0c0a3-04a7-4ef8-8ec0-3c2266510815"
MB2LME.xml,/DIF/Parameters/Category,"EARTH SCIENCE"
MB2LME.xml,/DIF/Parameters/Topic,"SPECTRAL/ENGINEERING"
MB2LME.xml,/DIF/Parameters/Term,"VISIBLE WAVELENGTHS"
MB2LME.xml,/DIF/Parameters/Variable_Level_1,"VISIBLE IMAGERY"
MB2LME.xml,/DIF/Parameters/@uuid,"c5ff6f39-0c35-488a-96f2-f3498c678e45"
MB2LME.xml,/DIF/Parameters/Category,"EARTH SCIENCE"
MB2LME.xml,/DIF/Parameters/Topic,"SPECTRAL/ENGINEERING"
MB2LME.xml,/DIF/Parameters/Term,"VISIBLE WAVELENGTHS"
MB2LME.xml,/DIF/ISO_Topic_Category,"IMAGERY/BASE MAPS/EARTH COVER"
MB2LME.xml,/DIF/ISO_Topic_Category/@uuid,"26ebb539-cae2-4961-9252-7f367642fa57"
MB2LME.xml,/DIF/Keyword,"EOSDIS"
MB2LME.xml,/DIF/Keyword,"RADIANCE"
MB2LME.xml,/DIF/Keyword,"NEAR IR WAVELENGTHS"
MB2LME.xml,/DIF/Keyword,"NEAR IR IMAGERY"
MB2LME.xml,/DIF/Keyword,"IMAGERY"
MB2LME.xml,/DIF/Keyword,"SPECTRAL BANDS"
MB2LME.xml,/DIF/Keyword,"SURFACE PROJECTED TOA RADIANCE"
MB2LME.xml,/DIF/Sensor_Name/@uuid,"6c0e547e-70cc-47db-8c8c-97c5ba73f1da"
MB2LME.xml,/DIF/Sensor_Name/Short_Name,"Cameras"
MB2LME.xml,/DIF/Sensor_Name/@uuid,"6f912d59-3932-4f05-8924-20628d508b84"
MB2LME.xml,/DIF/Sensor_Name/Short_Name,"MISR"
MB2LME.xml,/DIF/Sensor_Name/Long_Name,"Multi-Angle Imaging SpectroRadiometer"
MB2LME.xml,/DIF/Source_Name/@uuid,"80eca755-c564-4616-b910-a4c4387b7c54"
MB2LME.xml,/DIF/Source_Name/Short_Name,"TERRA"
MB2LME.xml,/DIF/Source_Name/Long_Name,"Earth Observing System, TERRA (AM-1)"
MB2LME.xml,/DIF/Temporal_Coverage/Start_Date,"2000-03-01"
MB2LME.xml,/DIF/Data_Set_Progress,"IN WORK"
MB2LME.xml,/DIF/Spatial_Coverage/Southernmost_Latitude,"-90.0"
MB2LME.xml,/DIF/Spatial_Coverage/Northernmost_Latitude,"90.0"
MB2LME.xml,/DIF/Spatial_Coverage/Westernmost_Longitude,"-180.0"
MB2LME.xml,/DIF/Spatial_Coverage/Easternmost_Longitude,"180.0"
MB2LME.xml,/DIF/Location/@uuid,"51e3593f-4b42-4141-972e-96666c479f9c"
MB2LME.xml,/DIF/Location/Location_Category,"GEOGRAPHIC REGION"
MB2LME.xml,/DIF/Location/Location_Type,"GLOBAL"
MB2LME.xml,/DIF/Data_Resolution/Latitude_Resolution,"275 m"
MB2LME.xml,/DIF/Data_Resolution/Longitude_Resolution,"275 m"
MB2LME.xml,/DIF/Data_Resolution/Horizontal_Resolution_Range,"1 km - < 10 km or approximately .01 degree - < .09 degree"
MB2LME.xml,/DIF/Data_Resolution/Horizontal_Resolution_Range/@uuid,"6dd8224f-944e-4798-ac48-44c23a567eeb"
MB2LME.xml,/DIF/Data_Resolution/Temporal_Resolution,"about 15 orbits/day"
MB2LME.xml,/DIF/Data_Resolution/Temporal_Resolution_Range,"Daily - < Weekly"
MB2LME.xml,/DIF/Data_Resolution/Temporal_Resolution_Range/@uuid,"1ac968ef-a90a-4ffc-adbf-ea0c0d69a7f9"
MB2LME.xml,/DIF/Project/@uuid,"4dac8541-0c69-4cd5-ae70-eb8819f39715"
MB2LME.xml,/DIF/Project/Short_Name,"EOSDIS"
MB2LME.xml,/DIF/Project/Long_Name,"Earth Observing System Data Information System"
MB2LME.xml,/DIF/Project/@uuid,"5f139d40-4050-4a8e-bd2b-fcae1cfe3d01"
MB2LME.xml,/DIF/Project/Short_Name,"ESIP"
MB2LME.xml,/DIF/Project/Long_Name,"Earth Science Information Partners Program"
MB2LME.xml,/DIF/Project/@uuid,"be54c899-6ca6-49f5-8c64-5def73e16976"
MB2LME.xml,/DIF/Project/Short_Name,"MISR"
MB2LME.xml,/DIF/Project/Long_Name,"Multi-angle Imaging SpectroRadiometer"
MB2LME.xml,/DIF/Project/@uuid,"90246f7d-8153-4ed4-92ec-16235bde5c71"
MB2LME.xml,/DIF/Project/Short_Name,"CWIC"
MB2LME.xml,/DIF/Project/Long_Name,"CEOS WGISS Integrated Catalog"
MB2LME.xml,/DIF/Data_Center/Data_Center_Name/@uuid,"3c8bb104-a04e-4be2-bc88-82b7ef1adc6d"
MB2LME.xml,/DIF/Data_Center/Data_Center_Name/Short_Name,"NASA/LARC/SD/ASDC"
