Collection,Dialect,Record,Concept,Content,XPath,DialectDefinitions
GHRC,DIF,lohrac.xml,Unknown,"http://gcmd.gsfc.nasa.gov/Aboutus/xml/dif/ http://gcmd.gsfc.nasa.gov/Aboutus/xml/dif/dif_v9.9.3.xsd",/DIF/@xsi:schemaLocation,/DIF/@xsi:schemaLocation
GHRC,DIF,lohrac.xml,Metadata Identifier,"lohrac",/DIF/Entry_ID,/dif:DIF/dif:Entry_ID
GHRC,DIF-10,lohrac.xml,Metadata Identifier,"lohrac",/DIF/Entry_ID,/dif:DIF/dif:Entry_ID
GHRC,DIF,lohrac.xml,Resource Title,"LIS/OTD 0.5 Degree High Resolution Annual Climatology (HRAC)",/DIF/Entry_Title,/dif:DIF/dif:Entry_Title
GHRC,DIF-10,lohrac.xml,Resource Title,"LIS/OTD 0.5 Degree High Resolution Annual Climatology (HRAC)",/DIF/Entry_Title,/dif:DIF/dif:Entry_Title
GHRC,DIF,lohrac.xml,Resource Citation,"LIS/OTD 0.5 Degree High Resolution Annual Climatology (HRAC) http://ghrc.nsstc.nasa.gov/",/DIF/Data_Set_Citation,/*/dif:Data_Set_Citation
GHRC,DIF,lohrac.xml,Resource Contact,"INVESTIGATOR DANIEL CECIL daniel.j.cecil@nasa.gov 256-961-7549 Global Hydrology and Climate Center 320 Sparkman Dr Huntsville AL 35805 USA",/DIF/Personnel,/dif:DIF/dif:Personnel[dif:Role='INVESTIGATOR']
GHRC,DIF-10,lohrac.xml,Resource Contact,"INVESTIGATOR DANIEL CECIL daniel.j.cecil@nasa.gov 256-961-7549 Global Hydrology and Climate Center 320 Sparkman Dr Huntsville AL 35805 USA",/DIF/Personnel,/dif:DIF/dif:Personnel[dif:Role='INVESTIGATOR']
GHRC,DIF,lohrac.xml,Metadata Contact,"DIF AUTHOR SHERRY HARRISON ghrcdaac@itsc.uah.edu 256-961-7973 320 Sparkman Dr. Huntsville AL 35805 USA",/DIF/Personnel,/dif:DIF/dif:Personnel[dif:Role='DIF AUTHOR']
GHRC,DIF-10,lohrac.xml,Metadata Contact,"DIF AUTHOR SHERRY HARRISON ghrcdaac@itsc.uah.edu 256-961-7973 320 Sparkman Dr. Huntsville AL 35805 USA",/DIF/Personnel,/dif:DIF/dif:Personnel[dif:Role='DIF AUTHOR']
GHRC,DIF,lohrac.xml,Unknown,"637ac172-e624-4ae0-aac4-0d1adcc889a2",/DIF/Parameters/@uuid,/DIF/Parameters/@uuid
