Collection,Dialect,Record,Concept,Content,XPath,DialectDefinition
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Resource Citation,"Mark W. Carter 2016 Photographs from the Blue Ridge Parkway in Virginia (Laurel Fork region) JPG Restion, VA U.S. Geological Survey http://dx.doi.org/10.5066/F7DN434F",/metadata/idinfo/citation/citeinfo,"/csdgm:metadata/csdgm:idinfo/csdgm:citation/csdgm:citeinfo"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Abstract,"This dataset contains photographs keyed to station points along the Blue Ridge Parkway in Virginia. Photographs are titled and arranged by 7.5-minute quadrangle, and station points are located in the 'Detailed geologic mapping geodatabase for the Blue Ridge Parkway in Virginia.' The first part of the photograph's filename corresponds to the FieldID attribute of the PhotoPoints entity in the Blue Ridge Parkway Geodatabase. The photographs in this collection are for the Laurel Fork quadrangle, but are also part of a larger data release (Carter et al., 2016). For Laurel Fork, there are 5 jpg in the collection. Carter, M.W., Crider, E.A., Southworth, C.S., and Aleinikoff, J.N., 2016, Detailed geologic mapping geodatabase for the Blue Ridge Parkway in Virginia with station point photographs: U.S. Geological Survey data release, http://dx.doi.org/10.5066/F7DN434F.",/metadata/idinfo/descript/abstract,"/csdgm:metadata/csdgm:idinfo/csdgm:descript/csdgm:abstract"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Purpose,"The purpose of this dataset is to provide photographs taken by the author during the course of geologic mapping along the Blue Ridge Parkway in Virginia.",/metadata/idinfo/descript/purpose,"/csdgm:metadata/csdgm:idinfo/csdgm:descript/csdgm:purpose"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Temporal Extent,"2009 2013",/metadata/idinfo/timeperd/timeinfo/rngdates,"/csdgm:metadata/csdgm:idinfo/csdgm:timeperd/csdgm:timeinfo/csdgm:rngdates"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Unknown,"ground condition",/metadata/idinfo/timeperd/current,Undefined
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Resource Status,"Complete Not planned",/metadata/idinfo/status,"/csdgm:metadata/csdgm:idinfo/csdgm:status"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Bounding Box,"-80.936999864 -78.86015197 38.046603894 36.538440594",/metadata/idinfo/spdom/bounding,"/csdgm:metadata/csdgm:idinfo/csdgm:spdom/csdgm:bounding"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Spatial Extent,"-80.936999864 -78.86015197 38.046603894 36.538440594",/metadata/idinfo/spdom/bounding,"/csdgm:metadata/csdgm:idinfo/csdgm:spdom/csdgm:bounding"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Keyword Vocabulary,"ISO 19115",/metadata/idinfo/keywords/theme/themekt,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekt"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Keyword Type,"ISO 19115",/metadata/idinfo/keywords/theme/themekt,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekt"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Theme Keyword,"geoscientificInformation",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Keyword,"geoscientificInformation",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Keyword Vocabulary,"USGS Thesaurus",/metadata/idinfo/keywords/theme/themekt,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekt"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Keyword Type,"USGS Thesaurus",/metadata/idinfo/keywords/theme/themekt,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekt"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Theme Keyword,"geology",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Keyword,"geology",/metadata/idinfo/keywords/theme/themekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:theme/csdgm:themekey"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Place Keyword Vocabulary,"Geographic Names Information System",/metadata/idinfo/keywords/place/placekt,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekt"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Place Keyword,"Virginia",/metadata/idinfo/keywords/place/placekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekey"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Keyword,"Virginia",/metadata/idinfo/keywords/place/placekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekey"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Place Keyword Vocabulary,"None",/metadata/idinfo/keywords/place/placekt,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekt"
ScienceBase,CSDGM,Laurel%20Fork_Photographs_BLRI_Virginia.xml,Place Keyword,"Blue Ridge Parkway",/metadata/idinfo/keywords/place/placekey,"/csdgm:metadata/csdgm:idinfo/csdgm:keywords/csdgm:place/csdgm:placekey"
