Record,Concept,XPath,Content
Laurel%20Fork_Photographs_BLRI_Virginia.xml,Resource Title,/metadata/idinfo/citation/citeinfo/title,"Photographs from the Blue Ridge Parkway in Virginia (Laurel Fork region)"
Laurel%20Fork_Photographs_BLRI_Virginia.xml,Resource Creation/Revision Date,/metadata/idinfo/citation/citeinfo/pubdate,"2016"
Laurel%20Fork_Photographs_BLRI_Virginia.xml,Abstract,/metadata/idinfo/descript/abstract,"This dataset contains photographs keyed to station points along the Blue Ridge Parkway in Virginia. Photographs are titled and arranged by 7.5-minute quadrangle, and station points are located in the 'Detailed geologic mapping geodatabase for the Blue Ridge Parkway in Virginia.' The first part of the photograph's filename corresponds to the FieldID attribute of the PhotoPoints entity in the Blue Ridge Parkway Geodatabase. The photographs in this collection are for the Laurel Fork quadrangle, but are also part of a larger data release (Carter et al., 2016). For Laurel Fork, there are 5 jpg in the collection. Carter, M.W., Crider, E.A., Southworth, C.S., and Aleinikoff, J.N., 2016, Detailed geologic mapping geodatabase for the Blue Ridge Parkway in Virginia with station point photographs: U.S. Geological Survey data release, http://dx.doi.org/10.5066/F7DN434F."
Laurel%20Fork_Photographs_BLRI_Virginia.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"geoscientificInformation"
Laurel%20Fork_Photographs_BLRI_Virginia.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"geology"
Laurel%20Fork_Photographs_BLRI_Virginia.xml,Keyword Vocabulary,/metadata/idinfo/keywords/theme/themekt,"ISO 19115"
Laurel%20Fork_Photographs_BLRI_Virginia.xml,Keyword Vocabulary,/metadata/idinfo/keywords/theme/themekt,"USGS Thesaurus"
Laurel%20Fork_Photographs_BLRI_Virginia.xml,Metadata Contact,/metadata/metainfo/metc/cntinfo,"Mark W. Carter U.S. Geological Survey Research Geologist mailing and physical Mail Stop 926A, 12201 Sunrise Valley Dr Reston VA 20192 United States of America 703-648-6910 mcarter@usgs.gov"
Laurel%20Fork_Photographs_BLRI_Virginia.xml,Resource Contact,/metadata/idinfo/ptcontac,"Mark W. Carter U.S. Geological Survey mailing and physical Mail Stop 926A, 12201 Sunrise Valley Dr Reston VA 20192 United States of America 703-648-6910 mcarter@usgs.gov"
Laurel%20Fork_Photographs_BLRI_Virginia.xml,Organization Name,/metadata/idinfo/citation/citeinfo/origin,"Mark W. Carter"
